NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Piermont village, New York",2525,114526,565900,429,142,87,120,231,105,199,1452,36,57749
"Pierrepont Manor CDP, New York",291,68966,67200,106,0,0,0,0,0,0,129,36,57782
"Piffard CDP, New York",276,44922,115400,140,0,27,0,0,0,0,167,36,57804
"Pike CDP, New York",318,50750,73800,107,0,15,6,0,0,0,137,36,57815
"Pine Bush CDP, New York",1674,73719,227600,450,36,33,84,10,6,35,685,36,57980
"Pine Hill CDP, New York",312,61823,311500,218,26,0,6,13,0,0,276,36,58057
"Pine Plains CDP, New York",979,66442,224000,386,15,11,36,0,0,0,487,36,58145
"Pine Valley CDP, New York",510,44896,-666666666,117,0,0,0,0,0,0,286,36,58189
"Pittsford village, New York",1617,124375,270500,572,54,48,62,5,0,0,750,36,58354
"Plainedge CDP, New York",9428,128306,463100,2683,78,45,18,0,54,34,2949,36,58409
"Plainview CDP, New York",26665,168140,632300,8313,236,162,97,98,193,0,9363,36,58442
"Plandome village, New York",1264,250001,2000001,414,0,0,0,0,0,0,414,36,58475
"Plandome Heights village, New York",933,236023,1312500,339,2,0,0,0,0,0,341,36,58486
"Plandome Manor village, New York",685,222188,1916700,245,4,1,0,0,0,0,250,36,58497
"Plattekill CDP, New York",1408,102855,219200,217,0,51,125,14,0,0,462,36,58541
"Plattsburgh city, New York",19969,53181,146500,3015,730,1149,1332,1467,675,443,9458,36,58574
"Plattsburgh West CDP, New York",1208,46098,90200,156,4,0,4,0,0,0,591,36,58601
"Pleasant Valley CDP, New York",1613,58464,295100,169,137,41,259,150,23,0,779,36,58684
"Pleasantville village, New York",7469,165987,701900,1562,127,360,128,120,149,87,2576,36,58728
"Plessis CDP, New York",301,133169,128800,81,0,0,0,0,0,0,99,36,58739
"Poestenkill CDP, New York",805,84286,196300,289,0,47,0,12,0,0,348,36,58794
"Point Lookout CDP, New York",1168,-666666666,827300,676,0,60,15,0,0,0,783,36,58849
"Poland village, New York",545,59375,119100,130,0,9,7,10,0,0,174,36,58937
"Pomona village, New York",3306,149722,586700,998,8,7,4,0,0,0,1038,36,58992
"Poquott village, New York",1130,183542,694100,403,0,6,0,0,0,0,409,36,59157
"Port Byron village, New York",1013,41667,91800,262,3,34,0,17,0,15,449,36,59212
"Port Chester village, New York",31317,88093,491100,2443,880,2007,1189,828,476,700,10542,36,59223
"Port Dickinson village, New York",1899,54083,112300,485,14,157,53,45,19,17,790,36,59245
"Port Ewen CDP, New York",3603,58162,193800,945,202,112,92,22,27,20,1772,36,59311
"Port Gibson CDP, New York",609,-666666666,-666666666,281,0,0,0,0,0,0,290,36,59322
"Port Henry CDP, New York",1800,41283,107800,662,41,125,84,37,5,13,979,36,59333
"Port Jefferson village, New York",7951,121270,562400,2145,276,67,190,345,136,61,3265,36,59355
"Port Jefferson Station CDP, New York",7716,106675,404700,1985,241,44,53,173,104,116,2729,36,59377
"Port Jervis city, New York",8772,36065,153300,2273,50,560,358,220,93,147,4044,36,59388
"Portlandville CDP, New York",214,66588,-666666666,99,8,0,0,0,0,0,116,36,59443
"Port Leyden village, New York",578,43250,81300,211,0,22,5,15,2,0,264,36,59454
"Portville village, New York",837,49833,93300,238,3,27,34,23,0,44,369,36,59498
"Port Washington CDP, New York",16807,156214,871100,4392,236,325,223,126,106,233,6150,36,59520
"Port Washington North village, New York",3192,120694,880500,751,155,65,167,93,180,0,1448,36,59531
"Potsdam village, New York",8455,32969,120100,1096,119,184,537,273,149,115,2608,36,59564
"Pottersville CDP, New York",126,87813,177500,101,0,0,0,0,0,0,101,36,59619
"Poughkeepsie city, New York",31475,48805,214300,3901,891,2730,2471,1341,1049,701,14936,36,59641
"Prattsburgh CDP, New York",842,52083,63300,239,4,0,6,0,0,0,333,36,59708
"Prattsville CDP, New York",137,24432,175000,99,5,0,10,3,0,23,178,36,59740
"Preston-Potter Hollow CDP, New York",391,105451,179400,290,0,0,0,0,0,0,316,36,59831
"Prospect CDP, New York",354,54500,113300,133,0,0,0,0,0,0,133,36,59883
"Pulaski village, New York",2155,57375,151600,481,28,169,81,80,35,53,1012,36,59960
"Pultneyville CDP, New York",700,92950,175700,342,0,0,0,0,0,0,342,36,59993
"Putnam Lake CDP, New York",3893,95551,273000,1559,0,90,0,0,0,0,1649,36,60103
"Quiogue CDP, New York",660,100938,628500,474,0,0,0,23,0,0,527,36,60408
"Quogue village, New York",901,134063,892900,1705,28,16,0,9,0,0,1765,36,60422
"Radisson CDP, New York",7215,92206,236400,1848,300,0,282,368,102,18,3012,36,60455
"Randolph CDP, New York",962,51467,78900,314,9,73,76,52,0,6,535,36,60576
"Ransomville CDP, New York",1435,93438,150200,488,0,36,6,0,0,0,530,36,60598
"Rapids CDP, New York",1129,92083,205700,376,0,0,0,0,0,0,547,36,60609
"Ravena village, New York",3273,65027,175700,930,35,114,127,122,189,0,1660,36,60675
"Red Creek village, New York",718,62857,107100,196,6,22,36,17,0,0,280,36,60829
"Redford CDP, New York",253,86219,-666666666,79,0,0,0,0,0,0,79,36,60884
"Red Hook village, New York",1921,88482,296700,651,21,88,28,9,19,106,928,36,60895
"Red Oaks Mill CDP, New York",4215,123298,301600,1458,42,10,0,14,0,0,1524,36,60983
"Redwood CDP, New York",294,-666666666,175000,125,0,30,0,0,0,0,179,36,61016
"Remsen village, New York",392,41250,93100,152,0,16,13,57,12,0,266,36,61115
"Remsenburg-Speonk CDP, New York",1891,110625,686300,1452,0,96,14,0,0,67,1663,36,61142
"Rensselaer city, New York",9330,66136,175000,1557,405,845,875,332,238,112,4866,36,61148
"Rensselaer Falls village, New York",333,71094,78200,100,0,2,4,4,0,0,124,36,61159
"Retsof CDP, New York",126,-666666666,198600,53,8,41,0,0,0,0,102,36,61236
"Rhinebeck village, New York",2684,68854,436800,882,121,155,152,117,40,42,1519,36,61346
"Rhinecliff CDP, New York",616,105052,376700,258,0,26,17,0,0,0,306,36,61368
"Richburg village, New York",573,36458,61500,137,0,13,0,0,0,0,197,36,61434
"Richfield Springs village, New York",1256,50655,99900,369,0,55,73,22,10,0,545,36,61489
"Richmondville village, New York",940,43750,122600,216,0,43,69,4,35,23,416,36,61588
"Richville village, New York",299,46875,86900,111,0,6,1,0,0,0,124,36,61621
"Ridge CDP, New York",12931,74120,310600,3681,1419,175,348,424,90,6,6261,36,61665
"Rifton CDP, New York",594,2499,-666666666,431,0,24,0,0,0,0,455,36,61797
"Ripley CDP, New York",945,45871,69800,295,0,39,5,0,0,9,364,36,61874
"Riverhead CDP, New York",14315,63977,368400,3043,757,89,608,266,267,39,5504,36,61973
"Riverside village, New York",555,67206,91300,223,0,3,0,0,0,0,228,36,62061
"Riverside CDP, New York",3360,-666666666,-666666666,295,0,97,0,0,0,0,872,36,62066
"Rochester city, New York",211100,40083,93100,44895,6295,17091,9901,6064,3643,5065,102764,36,63000
"Rochester Institute of Technology CDP, New York",5733,18229,-666666666,0,25,8,137,135,0,27,358,36,63014
"Rock Hill CDP, New York",2016,81513,256600,1287,13,15,32,19,30,0,1430,36,63132
"Rockville Centre village, New York",25768,131090,680900,6464,155,409,195,409,528,815,10432,36,63264
"Rocky Point CDP, New York",13406,106691,341100,4762,55,168,116,16,116,0,5237,36,63319
"Rodman CDP, New York",173,78750,135700,68,0,8,0,0,0,0,76,36,63330
"Roessleville CDP, New York",11835,82831,225200,3465,226,916,115,7,10,47,5483,36,63363
"Rome city, New York",32309,53995,105900,8798,216,1896,1333,599,577,263,14984,36,63418
"Romulus CDP, New York",409,53750,69600,98,0,8,11,0,0,0,142,36,63429
"Ronkonkoma CDP, New York",18775,114216,381000,4992,62,253,347,264,376,93,6521,36,63473
"Roosevelt CDP, New York",18019,106500,354200,3746,14,368,314,30,0,13,4531,36,63506
"Roscoe CDP, New York",434,52448,108200,296,0,14,0,0,0,0,319,36,63583
"Rosendale CDP, New York",1006,53583,233300,313,8,63,31,0,0,39,531,36,63725
"Roslyn village, New York",2971,109844,619700,705,10,115,75,99,127,31,1572,36,63770
"Roslyn Estates village, New York",1382,250001,1551500,454,0,0,0,0,0,0,458,36,63792
"Roslyn Harbor village, New York",873,188229,1202800,315,3,2,0,0,0,0,325,36,63803
"Roslyn Heights CDP, New York",6758,176215,850700,1919,150,62,21,0,5,0,2175,36,63814
"Rotterdam CDP, New York",22584,71789,166800,7789,191,617,424,552,299,180,10163,36,63924
"Round Lake village, New York",832,87188,255400,294,55,16,10,10,2,0,390,36,63957
"Round Top CDP, New York",657,87391,189500,431,21,23,21,0,0,0,511,36,63968
"Rouses Point village, New York",2319,42413,139800,704,46,87,83,129,61,16,1217,36,63979
"Ruby CDP, New York",971,102891,269600,356,8,0,0,0,0,0,407,36,64056
"Rushford CDP, New York",455,48942,55100,147,0,16,12,0,0,0,175,36,64155
"Rushville village, New York",581,50227,101500,182,4,8,4,14,12,6,262,36,64199
"Russell Gardens village, New York",998,178250,1238100,233,0,0,4,2,3,75,323,36,64232
"Rye city, New York",16459,207930,1529400,4043,371,277,147,187,352,156,6159,36,64309
"Rye Brook village, New York",9909,179205,794700,2195,787,217,225,62,16,41,3608,36,64325
"Sackets Harbor village, New York",1503,70955,225000,511,68,64,134,158,72,7,1045,36,64408
"Saddle Rock village, New York",1142,179659,1551500,340,0,0,0,0,0,0,340,36,64430
"Saddle Rock Estates CDP, New York",582,-666666666,1163600,145,0,0,0,0,0,0,145,36,64441
"Sagaponack village, New York",247,86875,2000001,590,0,0,0,0,0,4,609,36,64452
"Sag Harbor village, New York",2480,111518,1426500,1842,93,65,38,33,0,24,2167,36,64485
"St. Bonaventure CDP, New York",2087,51207,110800,231,0,29,0,13,0,55,353,36,64551
"St. James CDP, New York",13945,130241,502700,4007,494,74,92,336,107,0,5117,36,64584
"St. John Fisher College CDP, New York",1324,-666666666,-666666666,0,0,0,0,0,0,0,0,36,64606
"St. Johnsville village, New York",1838,40446,74200,461,37,90,78,58,19,0,764,36,64639
"St. Regis Falls CDP, New York",317,57250,80000,168,0,0,0,0,7,0,189,36,64716
"Salamanca city, New York",5918,36047,67100,1786,54,463,202,194,55,71,2909,36,64749
"Salem CDP, New York",893,73844,141000,328,0,67,14,14,0,0,442,36,64771
"Salisbury CDP, New York",12643,140465,545300,3735,354,26,27,45,89,19,4308,36,64842
"Salisbury Center CDP, New York",303,63092,94000,69,0,15,5,0,0,0,118,36,64848
"Salisbury Mills CDP, New York",325,146250,356300,64,0,0,22,0,0,0,86,36,64859
"Saltaire village, New York",27,-666666666,-666666666,425,0,8,4,7,0,3,471,36,64881
"Salt Point CDP, New York",224,88854,-666666666,62,0,0,0,0,0,0,62,36,64892
"Sanborn CDP, New York",1277,80750,150200,318,0,38,87,23,0,0,466,36,64958
"Sand Ridge CDP, New York",1189,41607,151900,388,0,0,0,0,0,0,570,36,65024
"Sands Point village, New York",2714,250001,2000001,968,6,0,0,0,0,0,979,36,65035
"Sandy Creek village, New York",570,56023,88100,194,0,58,8,8,0,0,310,36,65068
"Saranac Lake village, New York",5003,54813,161000,1506,18,216,343,378,74,9,2809,36,65233
"Saratoga Springs city, New York",28110,90020,366100,7277,708,1232,1522,539,861,983,14565,36,65255
"Saugerties village, New York",3905,49256,256800,906,50,344,188,232,20,47,2000,36,65288
"Saugerties South CDP, New York",2023,61190,214700,601,47,117,42,30,8,28,926,36,65310
"Savannah CDP, New York",556,50833,73800,138,11,11,10,0,3,18,195,36,65332
"Savona village, New York",768,43281,83100,275,3,17,32,8,0,0,368,36,65354
"Sayville CDP, New York",16290,130909,489900,4494,187,210,335,261,326,93,6067,36,65409
"Scarsdale village, New York",18063,250001,1474000,5419,53,0,12,52,126,154,5830,36,65431
"Schaghticoke village, New York",691,57708,161400,196,0,49,22,3,0,6,290,36,65475
"Schenectady city, New York",66809,50237,118300,12151,651,9752,3461,1441,1182,1110,31835,36,65508
"Schenevus CDP, New York",512,44485,98700,142,0,31,26,69,0,0,302,36,65519
"Schoharie village, New York",788,49009,162500,224,4,52,8,27,31,24,376,36,65585
"Schroon Lake CDP, New York",913,58750,171400,597,33,39,76,15,13,6,838,36,65640
"Schuyler Lake CDP, New York",85,33828,58800,114,0,0,0,0,0,0,123,36,65739
"Schuylerville village, New York",1541,68750,165300,396,3,66,77,68,3,23,662,36,65750
"Scio CDP, New York",741,44250,99500,350,0,23,9,0,0,0,388,36,65761
"Scotchtown CDP, New York",10644,83848,248500,1795,456,101,383,542,345,258,4023,36,65882
"Scotia village, New York",7305,63097,153200,2304,38,485,218,150,247,63,3792,36,65893
"Scottsburg CDP, New York",113,95938,82500,50,0,0,0,0,0,0,53,36,65926
"Scotts Corners CDP, New York",507,192734,790000,180,0,0,0,41,0,0,221,36,65948
"Scottsville village, New York",2281,63409,137300,769,23,27,136,29,0,0,991,36,65959
"Sea Cliff village, New York",5084,165938,743400,1832,45,77,122,32,0,0,2108,36,66047
"Seaford CDP, New York",15636,144167,538300,4929,54,102,7,42,72,40,5294,36,66058
"Searingtown CDP, New York",4553,184732,887800,1576,5,8,0,0,0,0,1595,36,66102
"Selden CDP, New York",21265,99455,356400,6229,134,267,125,141,108,9,7177,36,66212
"Seneca Falls CDP, New York",6700,51429,96900,2031,40,661,222,144,90,162,3477,36,66322
"Seneca Knolls CDP, New York",1949,46328,105900,833,0,0,0,0,0,0,1003,36,66366
"Setauket CDP, New York",4009,190078,605800,1600,0,0,0,0,0,9,1609,36,66465
"Sharon Springs village, New York",594,47083,107600,165,9,13,53,6,3,20,273,36,66663
"Shelter Island CDP, New York",2499,130858,873000,1602,0,141,0,0,0,0,1743,36,66828
"Shelter Island Heights CDP, New York",1162,74075,876300,1867,0,17,0,0,45,0,1929,36,66850
"Shenorock CDP, New York",1870,98854,352900,659,0,27,0,0,0,0,686,36,66872
"Sherburne village, New York",1261,42670,106400,303,28,59,42,121,14,21,655,36,66883
"Sherman village, New York",541,41250,67500,206,0,15,2,13,0,3,252,36,66949
"Sherrill city, New York",3054,77031,173600,961,41,38,95,36,9,0,1282,36,66993
"Shinnecock Hills CDP, New York",1993,145175,928000,1470,62,0,23,0,52,38,1645,36,67048
"Shirley CDP, New York",28059,101437,298400,8460,37,40,54,74,10,20,8734,36,67070
"Shokan CDP, New York",1308,57305,217000,462,0,0,0,0,0,0,462,36,67081
"Shoreham village, New York",514,138750,599100,213,0,0,0,0,0,0,213,36,67191
"Shorehaven CDP, New York",340,148750,368200,253,0,0,0,0,0,0,253,36,67207
"Shortsville village, New York",1831,70536,110800,550,3,31,21,18,19,0,715,36,67257
"Shrub Oak CDP, New York",3071,119051,388200,582,23,57,49,82,146,16,1231,36,67279
"Sidney village, New York",3744,43516,82000,1330,15,264,64,132,53,67,1993,36,67334
"Siena College CDP, New York",2295,-666666666,-666666666,0,0,0,0,0,0,0,0,36,67367
"Silver Creek village, New York",2617,67420,87700,950,13,165,92,0,0,0,1255,36,67411
"Silver Springs village, New York",802,42375,78900,229,4,13,12,3,0,33,362,36,67466
"Sinclairville village, New York",536,35625,81700,183,9,35,0,0,30,17,287,36,67488
"Skaneateles village, New York",2542,100250,446900,1042,0,82,96,52,38,86,1396,36,67510
"Slaterville Springs CDP, New York",158,64318,164400,39,0,17,0,0,0,44,100,36,67631
"Sleepy Hollow village, New York",10176,91326,743500,1166,150,717,658,469,215,149,4106,36,67638
"Sleepy Hollow Lake CDP, New York",1304,83796,227600,728,0,0,0,0,0,0,738,36,67640
"Sloan village, New York",3754,62409,87400,1076,11,460,67,80,0,0,1694,36,67686
"Sloatsburg village, New York",3043,91966,367300,1015,67,155,21,0,0,0,1273,36,67708
"Smallwood CDP, New York",598,65958,161400,1253,0,0,0,0,0,0,1262,36,67730
"Smithtown CDP, New York",26257,145285,576800,7785,230,158,61,154,281,71,8837,36,67851
"Smithville Flats CDP, New York",413,51630,93800,144,0,0,16,0,0,0,201,36,68088
"Smyrna village, New York",200,35000,61000,63,4,8,0,0,12,0,104,36,68099
"Sodus village, New York",1798,52500,77200,686,9,111,88,3,22,49,980,36,68209
"Sodus Point village, New York",977,69185,173100,680,21,41,38,7,0,0,864,36,68242
"Solvay village, New York",6661,50953,121200,1555,63,773,355,228,142,138,3262,36,68286
"Sound Beach CDP, New York",7289,114694,329000,2512,0,139,0,0,0,0,2675,36,68374
"Southampton village, New York",4380,135405,2000001,3430,168,174,40,62,82,0,3960,36,68462
"South Blooming Grove village, New York",3841,78657,349800,1079,20,16,16,207,6,129,1483,36,68610
"South Cairo CDP, New York",494,-666666666,138900,104,0,16,0,0,15,0,201,36,68737
"South Corning village, New York",1050,51786,108800,395,41,24,21,25,9,4,531,36,68847
"South Dayton village, New York",593,51250,64800,192,3,10,12,7,13,14,271,36,68891
"South Edmeston CDP, New York",130,-666666666,60000,32,0,9,0,0,0,0,45,36,68946
"South Fallsburg CDP, New York",1066,-666666666,216500,460,26,174,152,168,23,0,1035,36,68968
"South Farmingdale CDP, New York",15009,136653,460700,4534,105,127,20,0,0,0,4786,36,69001
"South Floral Park village, New York",1919,101942,552800,538,2,63,29,0,0,0,632,36,69023
"South Glens Falls village, New York",3742,52326,162600,897,36,285,139,185,81,37,1759,36,69078
"South Hempstead CDP, New York",3284,128226,469000,1159,0,8,9,0,0,0,1176,36,69188
"South Hill CDP, New York",7045,88669,263800,837,154,234,31,73,0,0,1478,36,69199
"South Huntington CDP, New York",10349,130096,484700,3287,161,51,0,0,20,0,3599,36,69254
"South Ilion CDP, New York",232,87550,75700,67,0,0,0,0,0,0,75,36,69265
"South Lansing CDP, New York",970,85385,308900,237,12,34,0,25,0,42,350,36,69342
"South Lima CDP, New York",229,69348,165600,66,0,10,0,10,0,0,86,36,69364
"South Lockport CDP, New York",8480,54963,87100,1656,78,75,97,165,492,151,4012,36,69386
"South Nyack village, New York",2803,105000,533800,540,16,127,226,73,54,144,1197,36,69441
"Southold CDP, New York",6700,96792,629300,3607,116,118,19,85,22,0,4019,36,69452
"Southport CDP, New York",6746,52896,77500,2627,23,532,81,24,106,60,3607,36,69606
"South Valley Stream CDP, New York",6754,128676,550100,1700,115,15,0,31,86,28,2012,36,69892
"Spackenkill CDP, New York",4130,123862,332800,1418,22,125,0,0,0,0,1575,36,70035
"Sparkill CDP, New York",1337,148333,545500,461,0,0,0,26,9,0,496,36,70068
"Sparrow Bush CDP, New York",1095,47366,165600,364,28,11,58,35,0,0,524,36,70090
"Speculator village, New York",383,71667,160400,444,1,10,2,9,0,0,474,36,70123
"Spencer village, New York",846,56797,119400,250,19,22,23,16,21,0,365,36,70167
"Spencerport village, New York",3689,74570,151300,1004,117,81,115,99,11,105,1532,36,70189
"Springfield Center CDP, New York",458,54063,157800,137,0,8,0,0,0,3,175,36,70321
"Springs CDP, New York",9301,118947,759400,4853,0,0,69,0,0,0,4984,36,70387
"Spring Valley village, New York",32953,49106,305700,1579,770,1064,660,2153,1171,1003,10280,36,70420
"Springville village, New York",4218,51829,147000,1171,76,144,267,221,0,208,2124,36,70442
"Springwater CDP, New York",447,62699,-666666666,159,3,4,0,0,0,0,209,36,70464
"Staatsburg CDP, New York",454,72167,267200,266,13,10,0,0,0,0,289,36,70552
"Stamford village, New York",1163,43558,156700,327,3,79,135,23,13,34,642,36,70618
"Stannards CDP, New York",584,62625,85400,239,0,0,3,0,0,0,327,36,70717
"Star Lake CDP, New York",600,42431,68300,410,0,6,3,15,0,0,480,36,70849
"Stewart Manor village, New York",2247,136667,664900,675,122,8,61,0,0,0,866,36,71267
"Stillwater village, New York",1810,82833,217700,505,27,139,131,24,11,0,895,36,71322
"Stittville CDP, New York",371,95667,117200,104,0,18,0,0,0,0,122,36,71377
"Stone Ridge CDP, New York",2087,105970,374800,683,16,41,75,0,0,0,841,36,71597
