period,stateid,stateDescription,sectorid,sectorName,price,sales,price-units,sales-units
2021-10,MS,Mississippi,RES,residential,11.8,1397.98053,cents per kilowatthour,million kilowatthours
2021-10,TN,Tennessee,RES,residential,11.43,2882.82067,cents per kilowatthour,million kilowatthours
2021-10,SD,South Dakota,RES,residential,12.67,331.46049,cents per kilowatthour,million kilowatthours
2021-10,MTN,Mountain,RES,residential,12.51,7116.57295,cents per kilowatthour,million kilowatthours
2021-10,WSC,West South Central,RES,residential,12.39,17464.53947,cents per kilowatthour,million kilowatthours
2021-10,ESC,East South Central,RES,residential,12.28,8205.75015,cents per kilowatthour,million kilowatthours
2021-10,SAT,South Atlantic,RES,residential,12.57,27739.34785,cents per kilowatthour,million kilowatthours
2021-10,WNC,West North Central,RES,residential,12.39,7090.64895,cents per kilowatthour,million kilowatthours
2021-10,ENC,East North Central,RES,residential,14.72,13143.31697,cents per kilowatthour,million kilowatthours
2021-10,MAT,Middle Atlantic,RES,residential,17.31,9235.52916,cents per kilowatthour,million kilowatthours
2021-10,NEW,New England,RES,residential,21.9,3325.85967,cents per kilowatthour,million kilowatthours
2021-10,WY,Wyoming,RES,residential,11.66,190.625,cents per kilowatthour,million kilowatthours
2021-10,WI,Wisconsin,RES,residential,14.92,1606.31103,cents per kilowatthour,million kilowatthours
2021-10,WV,West Virginia,RES,residential,13.66,661.77129,cents per kilowatthour,million kilowatthours
2021-10,WA,Washington,RES,residential,10.39,2642.2177,cents per kilowatthour,million kilowatthours
2021-10,VA,Virginia,RES,residential,12.37,2960.91216,cents per kilowatthour,million kilowatthours
2021-10,VT,Vermont,RES,residential,20.55,154.54062,cents per kilowatthour,million kilowatthours
2021-10,UT,Utah,RES,residential,10.46,720.90872,cents per kilowatthour,million kilowatthours
2021-10,TX,Texas,RES,residential,12.54,12235.32234,cents per kilowatthour,million kilowatthours
2021-10,FL,Florida,RES,residential,12.12,11436.52481,cents per kilowatthour,million kilowatthours
2021-10,DC,District of Columbia,RES,residential,13.8,174.44413,cents per kilowatthour,million kilowatthours
2021-10,DE,Delaware,RES,residential,13.64,329.43023,cents per kilowatthour,million kilowatthours
2021-10,CT,Connecticut,RES,residential,22.93,839.86501,cents per kilowatthour,million kilowatthours
2021-10,CO,Colorado,RES,residential,13.73,1435.97372,cents per kilowatthour,million kilowatthours
2021-10,IA,Iowa,RES,residential,12.5,1003.98624,cents per kilowatthour,million kilowatthours
2021-10,IN,Indiana,RES,residential,14.25,2211.31076,cents per kilowatthour,million kilowatthours
2021-10,IL,Illinois,RES,residential,13.98,3163.84329,cents per kilowatthour,million kilowatthours
2021-10,ID,Idaho,RES,residential,10.58,611.35723,cents per kilowatthour,million kilowatthours
2021-10,HI,Hawaii,RES,residential,34.48,242.1196,cents per kilowatthour,million kilowatthours
2021-10,GA,Georgia,RES,residential,12.86,4161.5194,cents per kilowatthour,million kilowatthours
2021-10,CA,California,RES,residential,22.02,6193.68161,cents per kilowatthour,million kilowatthours
2021-10,AR,Arkansas,RES,residential,11.62,1329.23148,cents per kilowatthour,million kilowatthours
2021-10,AZ,Arizona,RES,residential,12.82,2476.57369,cents per kilowatthour,million kilowatthours
2021-10,MN,Minnesota,RES,residential,14.11,1571.56394,cents per kilowatthour,million kilowatthours
2021-10,MI,Michigan,RES,residential,17.97,2556.47048,cents per kilowatthour,million kilowatthours
2021-10,MA,Massachusetts,RES,residential,22.48,1434.00305,cents per kilowatthour,million kilowatthours
2021-10,MD,Maryland,RES,residential,14.5,1685.29974,cents per kilowatthour,million kilowatthours
2021-10,ME,Maine,RES,residential,18.17,352.2313,cents per kilowatthour,million kilowatthours
2021-10,AK,Alaska,RES,residential,23.19,164.26006,cents per kilowatthour,million kilowatthours
2021-09,NJ,New Jersey,RES,residential,16.29,2595.7406,cents per kilowatthour,million kilowatthours
2021-09,NV,Nevada,RES,residential,11.21,1474.44336,cents per kilowatthour,million kilowatthours
2021-09,NH,New Hampshire,RES,residential,20.66,402.22601,cents per kilowatthour,million kilowatthours
2021-09,NE,Nebraska,RES,residential,11.69,869.06231,cents per kilowatthour,million kilowatthours
2021-09,MT,Montana,RES,residential,11.82,361.90508,cents per kilowatthour,million kilowatthours
2021-09,MO,Missouri,RES,residential,13.06,3046.69158,cents per kilowatthour,million kilowatthours
2021-09,MS,Mississippi,RES,residential,11.44,1848.54262,cents per kilowatthour,million kilowatthours
2021-09,LA,Louisiana,RES,residential,11.69,2848.6272,cents per kilowatthour,million kilowatthours
2021-09,KY,Kentucky,RES,residential,11.78,2125.22824,cents per kilowatthour,million kilowatthours
2021-09,NEW,New England,RES,residential,22.22,4291.34081,cents per kilowatthour,million kilowatthours
2021-09,KS,Kansas,RES,residential,12.91,1342.09884,cents per kilowatthour,million kilowatthours
2021-09,IA,Iowa,RES,residential,13.85,1125.66505,cents per kilowatthour,million kilowatthours
2021-09,WY,Wyoming,RES,residential,12.01,183.93036,cents per kilowatthour,million kilowatthours
2021-09,WI,Wisconsin,RES,residential,14.99,1697.739,cents per kilowatthour,million kilowatthours
2021-09,WV,West Virginia,RES,residential,12.7,754.54513,cents per kilowatthour,million kilowatthours
2021-09,WA,Washington,RES,residential,10.41,2395.71725,cents per kilowatthour,million kilowatthours
2021-09,DE,Delaware,RES,residential,13.21,455.96068,cents per kilowatthour,million kilowatthours
2021-09,CT,Connecticut,RES,residential,22.47,1137.78708,cents per kilowatthour,million kilowatthours
2021-09,CO,Colorado,RES,residential,13.82,1803.4111,cents per kilowatthour,million kilowatthours
2021-09,CA,California,RES,residential,23.49,9038.22576,cents per kilowatthour,million kilowatthours
2021-09,PACN,Pacific Noncontiguous,RES,residential,30.23,386.60976,cents per kilowatthour,million kilowatthours
2021-09,PACC,Pacific Contiguous,RES,residential,19.81,12766.16484,cents per kilowatthour,million kilowatthours
2021-09,MD,Maryland,RES,residential,13.28,2191.97427,cents per kilowatthour,million kilowatthours
2021-09,ME,Maine,RES,residential,17.98,437.35582,cents per kilowatthour,million kilowatthours
2021-09,AK,Alaska,RES,residential,23.18,147.33182,cents per kilowatthour,million kilowatthours
2021-09,AL,Alabama,RES,residential,13.48,2820.86906,cents per kilowatthour,million kilowatthours
2021-09,MA,Massachusetts,RES,residential,23.44,1882.68962,cents per kilowatthour,million kilowatthours
2021-09,VA,Virginia,RES,residential,12.33,3716.74034,cents per kilowatthour,million kilowatthours
2021-09,VT,Vermont,RES,residential,19.54,159.87374,cents per kilowatthour,million kilowatthours
2021-09,UT,Utah,RES,residential,10.9,921.7221,cents per kilowatthour,million kilowatthours
2021-09,RI,Rhode Island,RES,residential,23.35,271.40854,cents per kilowatthour,million kilowatthours
2021-09,PA,Pennsylvania,RES,residential,14.06,4464.62991,cents per kilowatthour,million kilowatthours
2021-09,OR,Oregon,RES,residential,11.71,1332.22184,cents per kilowatthour,million kilowatthours
2021-09,TN,Tennessee,RES,residential,11.16,3934.24667,cents per kilowatthour,million kilowatthours
2021-09,SD,South Dakota,RES,residential,13.14,365.48216,cents per kilowatthour,million kilowatthours
2021-09,US,U.S. Total,RES,residential,14.14,131111.30373,cents per kilowatthour,million kilowatthours
2021-09,MTN,Mountain,RES,residential,12.46,9877.01559,cents per kilowatthour,million kilowatthours
2021-09,WSC,West South Central,RES,residential,12.13,23637.07615,cents per kilowatthour,million kilowatthours
2021-09,ESC,East South Central,RES,residential,11.94,10728.88658,cents per kilowatthour,million kilowatthours
2021-09,SC,South Carolina,RES,residential,13.4,2763.77692,cents per kilowatthour,million kilowatthours
2021-09,SAT,South Atlantic,RES,residential,12.51,33449.21048,cents per kilowatthour,million kilowatthours
2021-09,WNC,West North Central,RES,residential,13.24,8713.56161,cents per kilowatthour,million kilowatthours
2021-09,ENC,East North Central,RES,residential,14.18,15268.62982,cents per kilowatthour,million kilowatthours
2021-09,MAT,Middle Atlantic,RES,residential,17.19,11992.8081,cents per kilowatthour,million kilowatthours
2021-09,NM,New Mexico,RES,residential,14.53,618.83299,cents per kilowatthour,million kilowatthours
2021-09,OH,Ohio,RES,residential,13.14,4263.11201,cents per kilowatthour,million kilowatthours
2021-09,ND,North Dakota,RES,residential,12.83,293.52715,cents per kilowatthour,million kilowatthours
2021-09,NC,North Carolina,RES,residential,11.83,5253.37082,cents per kilowatthour,million kilowatthours
2021-09,NY,New York,RES,residential,20.5,4932.4376,cents per kilowatthour,million kilowatthours
2021-09,MN,Minnesota,RES,residential,14.3,1671.03452,cents per kilowatthour,million kilowatthours
2021-09,MI,Michigan,RES,residential,17.64,2671.10427,cents per kilowatthour,million kilowatthours
2021-09,IN,Indiana,RES,residential,13.56,2802.91454,cents per kilowatthour,million kilowatthours
2021-09,IL,Illinois,RES,residential,13.02,3833.76,cents per kilowatthour,million kilowatthours
2021-09,ID,Idaho,RES,residential,10.4,584.53375,cents per kilowatthour,million kilowatthours
2021-09,HI,Hawaii,RES,residential,34.57,239.27794,cents per kilowatthour,million kilowatthours
2021-09,GA,Georgia,RES,residential,12.87,5178.02361,cents per kilowatthour,million kilowatthours
2021-09,FL,Florida,RES,residential,12.34,12925.19285,cents per kilowatthour,million kilowatthours
2021-09,DC,District of Columbia,RES,residential,13.02,209.62585,cents per kilowatthour,million kilowatthours
2021-09,AR,Arkansas,RES,residential,11.8,1858.87965,cents per kilowatthour,million kilowatthours
2021-09,AZ,Arizona,RES,residential,12.74,3928.23684,cents per kilowatthour,million kilowatthours
2021-09,OK,Oklahoma,RES,residential,12.03,2347.8324,cents per kilowatthour,million kilowatthours
2021-09,TX,Texas,RES,residential,12.26,16581.73689,cents per kilowatthour,million kilowatthours
2021-08,AL,Alabama,RES,residential,13.38,3397.27717,cents per kilowatthour,million kilowatthours
2021-08,PACC,Pacific Contiguous,RES,residential,19.61,14679.98983,cents per kilowatthour,million kilowatthours
2021-08,MTN,Mountain,RES,residential,12.28,12222.02249,cents per kilowatthour,million kilowatthours
2021-08,US,U.S. Total,RES,residential,13.92,157791.77207,cents per kilowatthour,million kilowatthours
2021-08,PACN,Pacific Noncontiguous,RES,residential,29.75,404.68172,cents per kilowatthour,million kilowatthours
2021-08,WSC,West South Central,RES,residential,11.79,26289.51519,cents per kilowatthour,million kilowatthours
2021-08,ESC,East South Central,RES,residential,11.9,12604.45725,cents per kilowatthour,million kilowatthours
2021-08,SAT,South Atlantic,RES,residential,12.27,39429.42342,cents per kilowatthour,million kilowatthours
2021-08,AK,Alaska,RES,residential,23.27,145.04409,cents per kilowatthour,million kilowatthours
2021-08,MA,Massachusetts,RES,residential,22.19,2112.84302,cents per kilowatthour,million kilowatthours
2021-08,MI,Michigan,RES,residential,17.87,4030.11048,cents per kilowatthour,million kilowatthours
2021-08,ME,Maine,RES,residential,17.13,436.38626,cents per kilowatthour,million kilowatthours
2021-08,MD,Maryland,RES,residential,12.89,2883.33453,cents per kilowatthour,million kilowatthours
2021-08,SD,South Dakota,RES,residential,12.8,457.46862,cents per kilowatthour,million kilowatthours
2021-08,ND,North Dakota,RES,residential,11.99,384.18182,cents per kilowatthour,million kilowatthours
2021-08,TN,Tennessee,RES,residential,11.14,4452.48599,cents per kilowatthour,million kilowatthours
2021-08,PA,Pennsylvania,RES,residential,13.86,5554.68836,cents per kilowatthour,million kilowatthours
2021-08,RI,Rhode Island,RES,residential,20.35,366.51108,cents per kilowatthour,million kilowatthours
2021-08,AR,Arkansas,RES,residential,11.6,2021.69289,cents per kilowatthour,million kilowatthours
2021-08,CA,California,RES,residential,23.39,10279.14937,cents per kilowatthour,million kilowatthours
2021-08,CO,Colorado,RES,residential,13.5,2250.16412,cents per kilowatthour,million kilowatthours
2021-08,KY,Kentucky,RES,residential,11.63,2742.29232,cents per kilowatthour,million kilowatthours
2021-08,LA,Louisiana,RES,residential,11.45,3403.76888,cents per kilowatthour,million kilowatthours
2021-08,IN,Indiana,RES,residential,13.34,3537.58827,cents per kilowatthour,million kilowatthours
2021-08,MT,Montana,RES,residential,11.61,471.12818,cents per kilowatthour,million kilowatthours
2021-08,NE,Nebraska,RES,residential,11.55,1027.97141,cents per kilowatthour,million kilowatthours
2021-08,MN,Minnesota,RES,residential,14.01,2258.3768,cents per kilowatthour,million kilowatthours
2021-08,MS,Mississippi,RES,residential,11.46,2012.40178,cents per kilowatthour,million kilowatthours
2021-08,SC,South Carolina,RES,residential,12.83,3449.80751,cents per kilowatthour,million kilowatthours
2021-08,OH,Ohio,RES,residential,13.03,5654.16228,cents per kilowatthour,million kilowatthours
2021-08,OK,Oklahoma,RES,residential,11.37,2784.736,cents per kilowatthour,million kilowatthours
2021-08,OR,Oregon,RES,residential,11.57,1650.68907,cents per kilowatthour,million kilowatthours
2021-08,NY,New York,RES,residential,19.97,5659.41623,cents per kilowatthour,million kilowatthours
2021-08,NC,North Carolina,RES,residential,11.33,6442.3243,cents per kilowatthour,million kilowatthours
2021-08,IA,Iowa,RES,residential,14.58,1452.96542,cents per kilowatthour,million kilowatthours
2021-08,KS,Kansas,RES,residential,13.1,1667.82432,cents per kilowatthour,million kilowatthours
2021-08,NJ,New Jersey,RES,residential,16.75,3746.76116,cents per kilowatthour,million kilowatthours
2021-08,NM,New Mexico,RES,residential,14.42,767.69745,cents per kilowatthour,million kilowatthours
2021-08,NV,Nevada,RES,residential,10.98,1923.75765,cents per kilowatthour,million kilowatthours
2021-08,NH,New Hampshire,RES,residential,19.58,474.48636,cents per kilowatthour,million kilowatthours
2021-08,HI,Hawaii,RES,residential,33.36,259.63763,cents per kilowatthour,million kilowatthours
2021-08,ID,Idaho,RES,residential,10.71,762.45142,cents per kilowatthour,million kilowatthours
2021-08,IL,Illinois,RES,residential,12.85,5600.97551,cents per kilowatthour,million kilowatthours
2021-08,DC,District of Columbia,RES,residential,13.08,283.78772,cents per kilowatthour,million kilowatthours
2021-08,FL,Florida,RES,residential,11.84,13914.72966,cents per kilowatthour,million kilowatthours
2021-08,GA,Georgia,RES,residential,13.23,6416.27469,cents per kilowatthour,million kilowatthours
2021-08,MO,Missouri,RES,residential,13.16,3833.22446,cents per kilowatthour,million kilowatthours
2021-08,CT,Connecticut,RES,residential,20.8,1370.41005,cents per kilowatthour,million kilowatthours
2021-08,DE,Delaware,RES,residential,12.14,546.46187,cents per kilowatthour,million kilowatthours
2021-08,AZ,Arizona,RES,residential,12.58,4656.9282,cents per kilowatthour,million kilowatthours
2021-08,WY,Wyoming,RES,residential,11.61,216.82704,cents per kilowatthour,million kilowatthours
2021-08,NEW,New England,RES,residential,20.85,4962.84097,cents per kilowatthour,million kilowatthours
2021-08,MAT,Middle Atlantic,RES,residential,16.89,14960.86576,cents per kilowatthour,million kilowatthours
2021-08,ENC,East North Central,RES,residential,14.11,21155.96259,cents per kilowatthour,million kilowatthours
2021-08,WNC,West North Central,RES,residential,13.3,11082.01285,cents per kilowatthour,million kilowatthours
2021-08,WV,West Virginia,RES,residential,12.21,963.80918,cents per kilowatthour,million kilowatthours
2021-08,WI,Wisconsin,RES,residential,14.44,2333.12605,cents per kilowatthour,million kilowatthours
2021-08,VA,Virginia,RES,residential,12.71,4528.89398,cents per kilowatthour,million kilowatthours
2021-08,WA,Washington,RES,residential,10.29,2750.15139,cents per kilowatthour,million kilowatthours
2021-08,TX,Texas,RES,residential,11.94,18079.31742,cents per kilowatthour,million kilowatthours
2021-08,UT,Utah,RES,residential,10.94,1173.06844,cents per kilowatthour,million kilowatthours
2021-08,VT,Vermont,RES,residential,19.1,202.20421,cents per kilowatthour,million kilowatthours
2021-07,AK,Alaska,RES,residential,23.39,144.28665,cents per kilowatthour,million kilowatthours
2021-07,MS,Mississippi,RES,residential,11.48,1920.79605,cents per kilowatthour,million kilowatthours
2021-07,MN,Minnesota,RES,residential,14.06,2278.63642,cents per kilowatthour,million kilowatthours
2021-07,MI,Michigan,RES,residential,17.8,3687.10367,cents per kilowatthour,million kilowatthours
2021-07,OK,Oklahoma,RES,residential,11.19,2674.02458,cents per kilowatthour,million kilowatthours
2021-07,OH,Ohio,RES,residential,13.08,5301.08258,cents per kilowatthour,million kilowatthours
2021-07,ND,North Dakota,RES,residential,12.25,398.20829,cents per kilowatthour,million kilowatthours
2021-07,NC,North Carolina,RES,residential,11.38,6132.80975,cents per kilowatthour,million kilowatthours
2021-07,NY,New York,RES,residential,19.64,5512.32175,cents per kilowatthour,million kilowatthours
2021-07,NM,New Mexico,RES,residential,14.39,768.87014,cents per kilowatthour,million kilowatthours
2021-07,MAT,Middle Atlantic,RES,residential,16.75,14752.80169,cents per kilowatthour,million kilowatthours
2021-07,NEW,New England,RES,residential,21.37,4660.65355,cents per kilowatthour,million kilowatthours
2021-07,WY,Wyoming,RES,residential,11.69,234.91021,cents per kilowatthour,million kilowatthours
2021-07,WI,Wisconsin,RES,residential,14.54,2315.6941,cents per kilowatthour,million kilowatthours
2021-07,NJ,New Jersey,RES,residential,16.94,3769.61288,cents per kilowatthour,million kilowatthours
2021-07,NH,New Hampshire,RES,residential,19.05,459.21883,cents per kilowatthour,million kilowatthours
2021-07,NV,Nevada,RES,residential,10.85,2133.77741,cents per kilowatthour,million kilowatthours
2021-07,NE,Nebraska,RES,residential,11.54,1086.82057,cents per kilowatthour,million kilowatthours
2021-07,WV,West Virginia,RES,residential,12.1,977.59959,cents per kilowatthour,million kilowatthours
2021-07,WA,Washington,RES,residential,10.26,2813.08805,cents per kilowatthour,million kilowatthours
2021-07,VA,Virginia,RES,residential,12.53,4744.16672,cents per kilowatthour,million kilowatthours
2021-07,VT,Vermont,RES,residential,18.97,182.24032,cents per kilowatthour,million kilowatthours
2021-07,UT,Utah,RES,residential,10.93,1385.67851,cents per kilowatthour,million kilowatthours
2021-07,TX,Texas,RES,residential,11.73,17237.46788,cents per kilowatthour,million kilowatthours
2021-07,TN,Tennessee,RES,residential,11.17,4255.77672,cents per kilowatthour,million kilowatthours
2021-07,SD,South Dakota,RES,residential,12.83,452.85964,cents per kilowatthour,million kilowatthours
2021-07,SC,South Carolina,RES,residential,12.6,3340.10517,cents per kilowatthour,million kilowatthours
2021-07,RI,Rhode Island,RES,residential,20.51,323.38469,cents per kilowatthour,million kilowatthours
2021-07,PA,Pennsylvania,RES,residential,13.7,5470.86706,cents per kilowatthour,million kilowatthours
2021-07,OR,Oregon,RES,residential,11.53,1699.31095,cents per kilowatthour,million kilowatthours
2021-07,HI,Hawaii,RES,residential,33.48,253.7802,cents per kilowatthour,million kilowatthours
2021-07,GA,Georgia,RES,residential,13.47,6238.43913,cents per kilowatthour,million kilowatthours
2021-07,FL,Florida,RES,residential,11.78,13370.39242,cents per kilowatthour,million kilowatthours
2021-07,DC,District of Columbia,RES,residential,12.87,280.17385,cents per kilowatthour,million kilowatthours
2021-07,MA,Massachusetts,RES,residential,22.88,1997.10538,cents per kilowatthour,million kilowatthours
2021-07,MD,Maryland,RES,residential,12.95,2890.73415,cents per kilowatthour,million kilowatthours
2021-07,ME,Maine,RES,residential,16.37,429.97373,cents per kilowatthour,million kilowatthours
2021-07,LA,Louisiana,RES,residential,10.9,3262.87826,cents per kilowatthour,million kilowatthours
2021-07,KY,Kentucky,RES,residential,11.59,2638.46562,cents per kilowatthour,million kilowatthours
2021-07,KS,Kansas,RES,residential,13.12,1563.07269,cents per kilowatthour,million kilowatthours
2021-07,IA,Iowa,RES,residential,14.39,1510.57281,cents per kilowatthour,million kilowatthours
2021-07,IN,Indiana,RES,residential,13.34,3310.94106,cents per kilowatthour,million kilowatthours
2021-07,IL,Illinois,RES,residential,12.68,5064.65762,cents per kilowatthour,million kilowatthours
2021-07,ID,Idaho,RES,residential,10.39,950.23171,cents per kilowatthour,million kilowatthours
2021-07,MT,Montana,RES,residential,11.54,496.1239,cents per kilowatthour,million kilowatthours
2021-07,MO,Missouri,RES,residential,13.15,3673.70747,cents per kilowatthour,million kilowatthours
2021-07,AL,Alabama,RES,residential,13.23,3267.54593,cents per kilowatthour,million kilowatthours
2021-07,US,U.S. Total,RES,residential,13.83,154494.57173,cents per kilowatthour,million kilowatthours
2021-07,PACN,Pacific Noncontiguous,RES,residential,29.82,398.06684,cents per kilowatthour,million kilowatthours
2021-07,PACC,Pacific Contiguous,RES,residential,19.02,15285.5145,cents per kilowatthour,million kilowatthours
2021-07,MTN,Mountain,RES,residential,12.17,13032.19106,cents per kilowatthour,million kilowatthours
2021-07,WSC,West South Central,RES,residential,11.55,25106.13823,cents per kilowatthour,million kilowatthours
2021-07,ESC,East South Central,RES,residential,11.87,12082.58431,cents per kilowatthour,million kilowatthours
2021-07,SAT,South Atlantic,RES,residential,12.26,38533.26462,cents per kilowatthour,million kilowatthours
2021-07,WNC,West North Central,RES,residential,13.3,10963.87789,cents per kilowatthour,million kilowatthours
2021-07,ENC,East North Central,RES,residential,14.08,19679.47903,cents per kilowatthour,million kilowatthours
2021-07,DE,Delaware,RES,residential,11.84,558.84384,cents per kilowatthour,million kilowatthours
2021-07,CT,Connecticut,RES,residential,22.1,1268.73061,cents per kilowatthour,million kilowatthours
2021-07,CO,Colorado,RES,residential,13.39,2232.66445,cents per kilowatthour,million kilowatthours
2021-07,CA,California,RES,residential,22.49,10773.1155,cents per kilowatthour,million kilowatthours
2021-07,AR,Arkansas,RES,residential,11.55,1931.76751,cents per kilowatthour,million kilowatthours
2021-07,AZ,Arizona,RES,residential,12.64,4829.93474,cents per kilowatthour,million kilowatthours
2021-06,DC,District of Columbia,RES,residential,12.96,217.78513,cents per kilowatthour,million kilowatthours
2021-06,US,U.S. Total,RES,residential,13.83,132153.48565,cents per kilowatthour,million kilowatthours
2021-06,PACN,Pacific Noncontiguous,RES,residential,29.47,379.153,cents per kilowatthour,million kilowatthours
2021-06,ENC,East North Central,RES,residential,14.27,17782.26916,cents per kilowatthour,million kilowatthours
2021-06,MAT,Middle Atlantic,RES,residential,16.65,12332.02936,cents per kilowatthour,million kilowatthours
2021-06,NEW,New England,RES,residential,20.7,4251.04496,cents per kilowatthour,million kilowatthours
2021-06,SD,South Dakota,RES,residential,12.91,405.24106,cents per kilowatthour,million kilowatthours
2021-06,SAT,South Atlantic,RES,residential,12.32,33343.31151,cents per kilowatthour,million kilowatthours
2021-06,WNC,West North Central,RES,residential,13.32,9710.67582,cents per kilowatthour,million kilowatthours
2021-06,UT,Utah,RES,residential,10.76,1206.22026,cents per kilowatthour,million kilowatthours
2021-06,WA,Washington,RES,residential,10.15,2717.3035,cents per kilowatthour,million kilowatthours
2021-06,NM,New Mexico,RES,residential,13.88,681.35021,cents per kilowatthour,million kilowatthours
2021-06,NJ,New Jersey,RES,residential,16.38,3175.17587,cents per kilowatthour,million kilowatthours
2021-06,WY,Wyoming,RES,residential,12.03,217.83346,cents per kilowatthour,million kilowatthours
2021-06,WI,Wisconsin,RES,residential,14.68,2114.67504,cents per kilowatthour,million kilowatthours
2021-06,WV,West Virginia,RES,residential,12.21,814.2853,cents per kilowatthour,million kilowatthours
2021-06,NE,Nebraska,RES,residential,11.25,905.57912,cents per kilowatthour,million kilowatthours
2021-06,PACC,Pacific Contiguous,RES,residential,18.59,11867.49937,cents per kilowatthour,million kilowatthours
2021-06,MTN,Mountain,RES,residential,12.14,11584.97902,cents per kilowatthour,million kilowatthours
2021-06,WSC,West South Central,RES,residential,11.84,20875.14724,cents per kilowatthour,million kilowatthours
2021-06,ESC,East South Central,RES,residential,12.01,10027.37622,cents per kilowatthour,million kilowatthours
2021-06,PA,Pennsylvania,RES,residential,13.99,4654.39005,cents per kilowatthour,million kilowatthours
2021-06,ID,Idaho,RES,residential,9.93,786.11359,cents per kilowatthour,million kilowatthours
2021-06,HI,Hawaii,RES,residential,32.97,238.12491,cents per kilowatthour,million kilowatthours
2021-06,TN,Tennessee,RES,residential,11.36,3437.0626,cents per kilowatthour,million kilowatthours
2021-06,TX,Texas,RES,residential,12.04,14379.21688,cents per kilowatthour,million kilowatthours
2021-06,VA,Virginia,RES,residential,12.41,3925.04399,cents per kilowatthour,million kilowatthours
2021-06,VT,Vermont,RES,residential,19.34,177.83717,cents per kilowatthour,million kilowatthours
2021-06,OK,Oklahoma,RES,residential,11.29,2201.52217,cents per kilowatthour,million kilowatthours
2021-06,IA,Iowa,RES,residential,13.99,1327.64388,cents per kilowatthour,million kilowatthours
2021-06,IN,Indiana,RES,residential,13.64,2910.06131,cents per kilowatthour,million kilowatthours
2021-06,IL,Illinois,RES,residential,12.83,4693.57222,cents per kilowatthour,million kilowatthours
2021-06,GA,Georgia,RES,residential,13.52,5338.24739,cents per kilowatthour,million kilowatthours
2021-06,OR,Oregon,RES,residential,11.51,1601.08088,cents per kilowatthour,million kilowatthours
2021-06,NH,New Hampshire,RES,residential,19.27,422.83033,cents per kilowatthour,million kilowatthours
2021-06,NV,Nevada,RES,residential,11.22,1791.6159,cents per kilowatthour,million kilowatthours
2021-06,ME,Maine,RES,residential,16.57,386.77151,cents per kilowatthour,million kilowatthours
2021-06,LA,Louisiana,RES,residential,11.35,2785.68162,cents per kilowatthour,million kilowatthours
2021-06,KY,Kentucky,RES,residential,11.46,2237.66887,cents per kilowatthour,million kilowatthours
2021-06,MT,Montana,RES,residential,11.5,394.25127,cents per kilowatthour,million kilowatthours
2021-06,MO,Missouri,RES,residential,13.22,3162.30066,cents per kilowatthour,million kilowatthours
2021-06,MS,Mississippi,RES,residential,11.77,1583.02264,cents per kilowatthour,million kilowatthours
2021-06,MN,Minnesota,RES,residential,14.17,2184.81982,cents per kilowatthour,million kilowatthours
2021-06,RI,Rhode Island,RES,residential,19.74,294.81777,cents per kilowatthour,million kilowatthours
2021-06,FL,Florida,RES,residential,11.88,12243.03919,cents per kilowatthour,million kilowatthours
2021-06,KS,Kansas,RES,residential,13.33,1376.98324,cents per kilowatthour,million kilowatthours
2021-06,CA,California,RES,residential,23.13,7549.11498,cents per kilowatthour,million kilowatthours
2021-06,AZ,Arizona,RES,residential,12.66,4572.96877,cents per kilowatthour,million kilowatthours
2021-06,MI,Michigan,RES,residential,17.85,3429.74709,cents per kilowatthour,million kilowatthours
2021-06,MA,Massachusetts,RES,residential,22.2,1745.85096,cents per kilowatthour,million kilowatthours
2021-06,MD,Maryland,RES,residential,13.07,2426.13952,cents per kilowatthour,million kilowatthours
2021-06,SC,South Carolina,RES,residential,12.94,2766.9166,cents per kilowatthour,million kilowatthours
2021-06,DE,Delaware,RES,residential,12.4,430.56298,cents per kilowatthour,million kilowatthours
2021-06,OH,Ohio,RES,residential,13.31,4634.21349,cents per kilowatthour,million kilowatthours
2021-06,ND,North Dakota,RES,residential,12.23,348.10803,cents per kilowatthour,million kilowatthours
2021-06,NC,North Carolina,RES,residential,11.34,5181.29142,cents per kilowatthour,million kilowatthours
2021-06,CT,Connecticut,RES,residential,20.8,1222.93723,cents per kilowatthour,million kilowatthours
2021-06,CO,Colorado,RES,residential,13.07,1934.62557,cents per kilowatthour,million kilowatthours
2021-06,AK,Alaska,RES,residential,23.58,141.02809,cents per kilowatthour,million kilowatthours
2021-06,AL,Alabama,RES,residential,13.4,2769.62211,cents per kilowatthour,million kilowatthours
2021-06,AR,Arkansas,RES,residential,11.64,1508.72658,cents per kilowatthour,million kilowatthours
2021-06,NY,New York,RES,residential,19.6,4502.46344,cents per kilowatthour,million kilowatthours
2021-05,MN,Minnesota,RES,residential,13.63,1579.99768,cents per kilowatthour,million kilowatthours
2021-05,WSC,West South Central,RES,residential,11.86,15212.71843,cents per kilowatthour,million kilowatthours
2021-05,US,U.S. Total,RES,residential,13.86,101160.29411,cents per kilowatthour,million kilowatthours
2021-05,PACN,Pacific Noncontiguous,RES,residential,29.07,377.66967,cents per kilowatthour,million kilowatthours
2021-05,PACC,Pacific Contiguous,RES,residential,18.24,10443.14567,cents per kilowatthour,million kilowatthours
2021-05,MTN,Mountain,RES,residential,12.1,8101.12365,cents per kilowatthour,million kilowatthours
